NOMBRE,TIPO ELECCIÓN,ENTIDAD,CIRCUNSCRIPCIÓN,E-MAIL,PARTIDO,ESCOLARIDAD,ADHERENTE,APROBADAS,DE GRUPO,APROBADAS,I. INICIANTE,A. INICIANTE,DG,A.DG,TOTAL APROBADAS,TOTAL INICIATIVAS
Dip. Héctor Serrano Cortes,Representación proporcional,Ciudad de México ,4 ,hector.serrano@diputados.gob.mx ,_SP,Maestría,3 ,1,22 ,1,0,0,1 ,0,2,26
Dip. Jorge Ángel Sibaja Mendoza,Representación proporcional,Chiapas ,3 ,jorge.sibaja@diputados.gob.mx ,Morena,Ninguna,1 ,0,7 ,3,1 ,1,1 ,0,4,10
Dip. Verónica María Sobrado Rodríguez,Representación proporcional,Puebla ,4 ,veronica.sobrado@diputados.gob.mx ,pan,Maestría,103 ,8,28 ,2,5 ,0,7 ,0,10,143
Dip. María Marivel Solís Barrera,Representación proporcional,Hidalgo ,5 ,maria.solis@diputados.gob.mx ,Morena,Especialidad,47 ,1,15 ,10,7 ,0,0,0,11,69
Dip. Olga Patricia Sosa Ruíz,Mayoría Relativa,Tamaulipas ,8 ,olga.sosa@diputados.gob.mx ,Encuentro,Maestría,15 ,2,5 ,1,21 ,2,4 ,0,5,45
Dip. José de la Luz Sosa Salinas,Mayoría Relativa,Tlaxcala ,1 ,jose.sosa@diputados.gob.mx ,_PT,Carrera Técnica,4 ,0,7 ,1,2 ,0,1 ,0,1,14
Dip. Carlos Sánchez Barrios,Mayoría Relativa,Guerrero ,7 ,carlos.sanchezb@diputados.gob.mx ,Morena,Maestría,1 ,0,15 ,10,2 ,0,0,0,10,18
Dip. Anita Sánchez Castro,Mayoría Relativa,Michoacán ,6 ,anita.sanchez@diputados.gob.mx ,Morena,Especialidad,5 ,0,15 ,10,3 ,0,1 ,0,10,24
Dip. Miroslava Sánchez Galván,Representación proporcional,Coahuila ,2 ,miroslava.sanchez@diputados.gob.mx ,Morena,Licenciatura,2 ,0,15 ,10,1 ,0,0,0,10,18
Dip. Lourdes Erika Sánchez Martínez,Representación proporcional,Sinaloa ,1 ,erika.sanchez@diputados.gob.mx ,Pri,Maestría,40 ,3,1 ,0,3 ,0,0,0,3,44
Dip. Graciela Sánchez Ortiz,Mayoría Relativa,México ,21 ,graciela.sanchez@diputados.gob.mx ,Morena,Licenciatura,16 ,1,15 ,10,1 ,0,1 ,0,11,33
Dip. Juan Pablo Sánchez Rodríguez,Mayoría Relativa,México ,20 ,pablo.sanchez@diputados.gob.mx ,Morena,Doctorado,1 ,0,15 ,10,2 ,1,0,0,11,18
Dip. Raúl Ernesto Sánchez Barrales Zavalza,Mayoría Relativa,México ,15 ,raul.sanchezbarrales@diputados.gob.mx ,Morena,Posgrado,1 ,0,15 ,10,1 ,0,0,0,10,17
Dip. Martha Tagle Martínez,Representación proporcional,Ciudad de México ,4 ,martha.tagle@diputados.gob.mx ,ano,Licenciatura,11 ,3,27 ,1,11 ,1,8 ,0,5,57
Dip. Adriana Paulina Teissier Zavala,Mayoría Relativa,Quintana Roo ,1 ,adriana.teissier@diputados.gob.mx ,Encuentro,"Candidata a Diputada Local por Cozumel, Quintana Roo",5 ,1,5 ,1,4 ,0,0,0,2,14
Dip. Armando Tejeda Cid,Mayoría Relativa,Michoacán ,4 ,armando.tejeda@diputados.gob.mx ,pan,Maestría,86 ,6,27 ,2,2 ,0,2 ,0,8,117
Dip. Jannet Tellez Infante,Mayoría Relativa,Hidalgo ,7 ,jannet.tellez@diputados.gob.mx ,Morena,Licenciatura,43 ,1,15 ,10,0,0,1 ,0,11,59
Dip. Claudia Tello Espinosa,Mayoría Relativa,Veracruz ,8 ,claudia.tello@diputados.gob.mx ,Morena,Doctorado,6 ,0,15 ,10,0,0,1 ,0,10,22
Dip. Paola Tenorio Adame,Mayoría Relativa,Veracruz ,19 ,paola.tenorio@diputados.gob.mx ,Morena,Activista en Formación de Comités de Base,3 ,0,15 ,10,0,0,0,0,10,18
Dip. Patricia Terrazas Baca,Representación proporcional,Chihuahua ,1 ,patricia.terrazas@diputados.gob.mx ,pan,Maestría,109 ,7,28 ,2,1 ,0,2 ,0,9,140
Dip. Irma María Terán Villalobos,Representación proporcional,Sonora ,1 ,irma.teran@diputados.gob.mx ,Pri,Licenciatura,45 ,5,1 ,0,5 ,1,0,0,6,51
Dip. Rubén Terán Águila,Mayoría Relativa,Tlaxcala ,2 ,ruben.teran@diputados.gob.mx ,Morena,Licenciatura,2 ,0,15 ,10,5 ,0,0,0,10,22
Dip. Mauricio Alonso Toledo Gutiérrez,Representación proporcional,Ciudad de México ,4 ,mauricio.toledo@diputados.gob.mx ,_SP,,5 ,1,22 ,1,0,0,3 ,0,2,30
Dip. Elba Lorena Torres Díaz,Mayoría Relativa,Aguascalientes ,2 ,elba.torres@diputados.gob.mx ,Encuentro,Licenciatura,61 ,10,6 ,1,3 ,0,0,0,11,70
Dip. Fernando Torres Graciano,Representación proporcional,Guanajuato ,2 ,fernando.torres@diputados.gob.mx ,pan,Maestría,77 ,4,24 ,2,2 ,0,3 ,0,6,106
Dip. María Marcela Torres Peimbert,Representación proporcional,Querétaro ,2 ,marcela.torres@diputados.gob.mx ,pan,Maestría,77 ,5,25 ,2,8 ,4,3 ,0,11,113
Dip. Carlos Torres Piña,Representación proporcional,Michoacán ,5 ,ctorres.pina@diputados.gob.mx ,Morena,,7 ,1,22 ,1,4 ,0,2 ,1,3,35
Dip. Adolfo Torres Ramírez,Representación proporcional,Michoacán ,5 ,adolfo.torres@diputados.gob.mx ,pan,Licenciatura,95 ,5,27 ,2,1 ,0,2 ,0,7,125
Dip. José Isabel Trejo Reyes,Representación proporcional,Zacatecas ,2 ,jose.trejo@diputados.gob.mx ,pan,Licenciatura,84 ,4,25 ,2,1 ,0,1 ,0,6,111
Dip. Pedro Pablo Treviño Villarreal,Representación proporcional,Nuevo León ,2 ,pedro.trevino@diputados.gob.mx ,Pri,Maestría,23 ,2,1 ,0,2 ,0,0,0,2,26
Dip. Rosalba Valencia Cruz,Representación proporcional,Veracruz ,3 ,rosalba.valencia@diputados.gob.mx ,Morena,Licenciatura,23 ,2,15 ,10,1 ,0,0,0,12,39
Dip. Carlos Alberto Valenzuela González,Representación proporcional,Veracruz ,3 ,carlos.valenzuela@diputados.gob.mx ,pan,Maestría,88 ,6,28 ,2,11 ,0,2 ,0,8,129
Dip. Lorenia Iveth Valles Sampedro,Mayoría Relativa,Sonora ,3 ,lorenia.valles@diputados.gob.mx ,Morena,Maestría,7 ,0,15 ,10,8 ,1,0,0,11,30
Dip. Víctor Gabriel Varela López,Mayoría Relativa,Ciudad de México ,22 ,victor.varela@diputados.gob.mx ,Morena,,3 ,1,15 ,10,2 ,1,0,0,12,20
Dip. Ernesto Vargas Contreras,Mayoría Relativa,Nuevo León ,8 ,ernesto.vargas@diputados.gob.mx ,Encuentro,Licenciatura,20 ,2,6 ,1,9 ,1,0,0,4,35
Dip. Lidia Nallely Vargas Hernández,Representación proporcional,San Luis Potosí ,2 ,lidia.vargas@diputados.gob.mx ,Morena,Carrera Técnica,24 ,2,15 ,10,0,0,0,0,12,39
Dip. Teresita de Jesús Vargas Meraz,Mayoría Relativa,Chihuahua ,2 ,teresita.vargas@diputados.gob.mx ,Morena,Licenciatura,0,0,15 ,10,1 ,0,0,0,10,16
Dip. Alfredo Vazquez Vazquez,Mayoría Relativa,Chiapas ,3 ,alfredo.vazquez@diputados.gob.mx ,Morena,Licenciatura,3 ,0,15 ,10,1 ,1,0,0,11,19
Dip. Marcela Guillermina Velasco González,Representación proporcional,México ,5 ,marcela.velasco@diputados.gob.mx ,Pri,Maestría,43 ,3,1 ,0,7 ,0,0,0,3,51
Dip. María Luisa Veloz Silva,Representación proporcional,San Luis Potosí ,2 ,maria.veloz@diputados.gob.mx ,Morena,"Secretaria de Finanzas del CEE, San Luis Potosí",9 ,1,15 ,10,0,0,0,0,11,24
Dip. Julieta Kristal Vences Valencia,Mayoría Relativa,Puebla ,8 ,julieta.vences@diputados.gob.mx ,Morena,Maestría,22 ,0,15 ,10,4 ,0,5 ,0,10,46
Dip. Vicente Javier Verastegui Ostos,Mayoría Relativa,Tamaulipas ,6 ,vicente.verastegui@diputados.gob.mx ,pan,Licenciatura,65 ,5,26 ,2,0,0,1 ,0,7,92
Dip. Jesús Carlos Vidal Peniche,Mayoría Relativa,Yucatán ,1 ,jesus.vidal@diputados.gob.mx ,vrd,Licenciatura,4 ,0,29 ,2,2 ,0,28 ,4,6,63
Dip. Alejandro Viedma Velázquez,Representación proporcional,México ,5 ,alejandro.viedma@diputados.gob.mx ,Morena,Licenciatura,6 ,0,15 ,10,2 ,0,0,0,10,23
Dip. Alberto Villa Villegas,Representación proporcional,Jalisco ,1 ,alberto.villa@diputados.gob.mx ,Morena,Licenciatura,4 ,0,15 ,10,0,0,0,0,10,19
Dip. Lilia Villafuerte Zavala,Mayoría Relativa,Guanajuato ,10 ,lilia.villafuerte@diputados.gob.mx ,vrd,Maestría,75 ,5,23 ,1,2 ,0,3 ,0,6,103
Dip. Mirtha Iliana Villalvazo Amaya,Mayoría Relativa,Nayarit ,3 ,mirtha.villalvazo@diputados.gob.mx ,Morena,Licenciatura,11 ,0,15 ,10,5 ,0,0,0,10,31
Dip. Rocío del Pilar Villarauz Martínez,Representación proporcional,Ciudad de México ,4 ,rocio.villarauz@diputados.gob.mx ,Morena,Pasante,25 ,4,15 ,10,2 ,0,4 ,0,14,46
Dip. Ricardo Villarreal García,Mayoría Relativa,Guanajuato ,2 ,ricardo.villarreal@diputados.gob.mx ,pan,.,77 ,5,25 ,2,2 ,0,2 ,0,7,106
Dip. Francisco Jorge Villarreal Pasaret,Representación proporcional,Chihuahua ,1 ,francisco.villarreal@diputados.gob.mx ,Morena,Ninguna,0,0,4 ,1,0,0,0,0,1,4
Dip. Juan Carlos Villarreal Salazar,Mayoría Relativa,Jalisco ,7 ,jcarlos.villarreal@diputados.gob.mx ,ano,Maestría,20 ,2,27 ,1,5 ,1,1 ,0,4,53
Dip. Silvia Lorena Villavicencio Ayala,Mayoría Relativa,Ciudad de México ,16 ,lorena.villavicencio@diputados.gob.mx ,Morena,Representante ante el IFE,16 ,1,15 ,10,13 ,1,4 ,0,12,48
Dip. Alfredo Villegas Arreola,Representación proporcional,Sinaloa ,1 ,alfredo.villegas@diputados.gob.mx ,Pri,Licenciatura,20 ,1,1 ,0,2 ,1,1 ,0,2,24
Dip. Héctor Joel Villegas González,Mayoría Relativa,Tamaulipas ,3 ,hector.villegas@diputados.gob.mx ,Encuentro,Licenciatura,15 ,1,5 ,1,4 ,0,0,0,2,24
Dip. Dulce María Corina Villegas Guarneros,Mayoría Relativa,Veracruz ,15 ,dulce.villegas@diputados.gob.mx ,Morena,,5 ,2,15 ,10,5 ,0,0,0,12,25
Dip. Merary Villegas Sánchez,Mayoría Relativa,Sinaloa ,7 ,merary.villegas@diputados.gob.mx ,Morena,Pasante,5 ,1,15 ,10,0,0,1 ,0,11,21
Dip. Dionicia Vázquez García,Mayoría Relativa,México ,2 ,dionicia.vazquez@diputados.gob.mx ,_PT,Secundaria,13 ,1,6 ,0,2 ,0,1 ,0,1,22
Dip. Héctor Yunes Landa,Representación proporcional,Veracruz ,3 ,hector.yunes@diputados.gob.mx ,Pri,Maestría,15 ,1,1 ,0,3 ,0,0,0,1,19
Dip. Claudia Valeria Yáñez Centeno y Cabrera,Mayoría Relativa,Colima ,1 ,claudia.yanezcenteno@diputados.gob.mx ,Morena,Otro,29 ,3,15 ,10,0,0,1 ,0,13,45
Dip. Xochitl Nashielly Zagal Ramírez,Mayoría Relativa,México ,7 ,xochitl.zagal@diputados.gob.mx ,Morena,Pasante,30 ,4,15 ,10,3 ,0,1 ,1,15,49
Dip. Casimiro Zamora Valdéz,Mayoría Relativa,Sinaloa ,4 ,casimiro.zamora@diputados.gob.mx ,Morena,Licenciatura,13 ,1,15 ,10,1 ,0,1 ,0,11,30
Dip. Martha Angélica Zamudio Macias,Representación proporcional,Jalisco ,1 ,martha.zamudio@diputados.gob.mx ,ano,Carrera Trunca,15 ,2,27 ,1,6 ,0,3 ,0,3,51
Dip. Eduardo Zarzosa Sánchez,Mayoría Relativa,México ,9 ,eduardo.zarzosa@diputados.gob.mx ,Pri,Maestría,42 ,3,1 ,0,1 ,0,1 ,0,3,45
Dip. Graciela Zavaleta Sánchez,Representación proporcional,Oaxaca ,3 ,graciela.zavaleta@diputados.gob.mx ,Morena,Primaria,6 ,1,15 ,10,8 ,1,0,0,12,29
Dip. Armando Javier Zertuche Zuani,Mayoría Relativa,Tamaulipas ,9 ,armando.zertuche@diputados.gob.mx ,_PT,Doctorado,9 ,1,16 ,10,0,0,1 ,0,11,26
